,lien,titre annonce,price,spans,proprietere,tags,images
0,https://www.avito.ma/fr/hay_el_qods/voitures_d_occasion/Mercedes_Benz_GLA_220_d_4MATIC___2026_56917562.htm,Mercedes-Benz GLA 220 d 4MATIC – 2026,,"['Hay El Qods, Oujda', 'il y a 15 heures', 'Hay El Qods, Oujda', 'il y a 15 heures']",C ZAM AUTO oujda,"[""Voitures d'occasion, à vendre"", '2025', 'Automatique', 'Diesel', '0', 'Mercedes-Benz', 'Classe GLA', 'ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Caméra de recul', 'Climatisation', 'ESP']","['https://content.avito.ma/classifieds/images/10138917020?t=images', 'https://content.avito.ma/classifieds/images/10138917028?t=images', 'https://content.avito.ma/classifieds/images/10138917020?t=images', 'https://content.avito.ma/classifieds/images/10138917028?t=images']"
1,https://www.avito.ma/fr/2_mars/voitures_d_occasion/Mercedes_g_63_Amg_54697699.htm,Mercedes g 63 Amg,,"['2 Mars, Casablanca', 'il y a 23 heures', '2 Mars, Casablanca', 'il y a 23 heures']",RT auto,"[""Voitures d'occasion, à vendre"", '2022', 'Automatique', 'Essence', '60000', 'Mercedes-Benz', 'Classe G', 'ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Caméra de recul', 'Climatisation', 'ESP']","['https://content.avito.ma/classifieds/images/10144785751?t=images', 'https://content.avito.ma/classifieds/images/10144785757?t=images', 'https://content.avito.ma/classifieds/images/10144785751?t=images', 'https://content.avito.ma/classifieds/images/10144785757?t=images']"
2,https://www.avito.ma/fr/almaz/voitures_d_occasion/Audi_Q3_Diesel_Automatique_2021_à_Casablanca_56569069.htm,Audi Q3 Diesel Automatique 2021 à Casablanca,,"['Almaz, Casablanca', 'il y a 2 heures', 'Almaz, Casablanca', 'il y a 2 heures']",Auto Aymane,"[""Voitures d'occasion, à vendre"", '2016', 'Automatique', 'Diesel', '199000', 'Audi', 'Q3', 'ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Caméra de recul', 'Climatisation', 'ESP']","['https://content.avito.ma/classifieds/images/10143963994?t=images', 'https://content.avito.ma/classifieds/images/10143963983?t=images', 'https://content.avito.ma/classifieds/images/10143963994?t=images', 'https://content.avito.ma/classifieds/images/10143963983?t=images']"
3,https://www.avito.ma/fr/maarif/voitures_d_occasion/Range_Rover_Sport_HSE_56539615.htm,Range Rover Sport HSE,Prix à la baisse480 000 DH,"['Maarif, Casablanca', 'il y a 8 minutes', 'Maarif, Casablanca', 'il y a 8 minutes']",AUTO REDA,"[""Voitures d'occasion, à vendre"", '2020', 'Automatique', 'Diesel', '100000', 'Land Rover', 'Range Rover Sport', 'ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Caméra de recul', 'Climatisation', 'ESP']","['https://content.avito.ma/classifieds/images/10135654505?t=images', 'https://content.avito.ma/classifieds/images/10135654506?t=images', 'https://content.avito.ma/classifieds/images/10135654505?t=images', 'https://content.avito.ma/classifieds/images/10135654506?t=images']"
4,https://www.avito.ma/fr/maarif/voitures_d_occasion/Porsche_Cayenne_Coupé_Sport_Design_57189419.htm,Porsche Cayenne Coupé Sport Design,,"['Maarif, Casablanca', 'il y a 6 minutes', 'Maarif, Casablanca', 'il y a 6 minutes']",AUTO REDA,"[""Voitures d'occasion, à vendre"", '2024', 'Automatique', 'Hybride', '60000', 'Porsche', 'Cayenne', 'ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Caméra de recul', 'Climatisation', 'ESP']","['https://content.avito.ma/classifieds/images/10145105743?t=images', 'https://content.avito.ma/classifieds/images/10145105742?t=images', 'https://content.avito.ma/classifieds/images/10145105743?t=images', 'https://content.avito.ma/classifieds/images/10145105742?t=images']"
5,https://www.avito.ma/fr/centre/voitures_d_occasion/Nouvelle_Mercedes_CLA_250_électrique_57381676.htm,Nouvelle Mercedes CLA 250 électrique,,"['Centre, Kénitra', 'il y a 6 minutes', 'Centre, Kénitra', 'il y a 6 minutes']",C-Cars,"[""Voitures d'occasion, à vendre"", '2026', 'Automatique', 'Electrique', '0', 'Mercedes-Benz', 'Classe CLA', 'ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Caméra de recul', 'Climatisation', 'ESP']","['https://content.avito.ma/classifieds/images/10143784208?t=images', 'https://content.avito.ma/classifieds/images/10143784210?t=images', 'https://content.avito.ma/classifieds/images/10143784208?t=images', 'https://content.avito.ma/classifieds/images/10143784210?t=images']"
6,https://www.avito.ma/fr/2_mars/voitures_d_occasion/Fiat_500_Sport_57282074.htm,Fiat 500 Sport,142 000 DH,"['2 Mars, Casablanca', 'il y a 7 minutes', '2 Mars, Casablanca', 'il y a 7 minutes']",Brookline auto,"[""Voitures d'occasion, à vendre"", '2022', 'Automatique', 'Essence', '90000', 'Fiat', '500']","['https://content.avito.ma/classifieds/images/10142808056?t=images', 'https://content.avito.ma/classifieds/images/10142808057?t=images', 'https://content.avito.ma/classifieds/images/10142808056?t=images', 'https://content.avito.ma/classifieds/images/10142808057?t=images']"
7,https://www.avito.ma/fr/maarif/voitures_d_occasion/Range_Rover_Sport_Autobiographie_56598758.htm,Range Rover Sport Autobiographie,Prix à la baisse600 000 DH,"['Maarif, Casablanca', 'il y a 6 minutes', 'Maarif, Casablanca', 'il y a 6 minutes']",AUTO REDA,"[""Voitures d'occasion, à vendre"", '2020', 'Automatique', 'Diesel', '110000', 'Land Rover', 'Range Rover Sport', 'ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Caméra de recul', 'Climatisation', 'ESP']","['https://content.avito.ma/classifieds/images/10136160273?t=images', 'https://content.avito.ma/classifieds/images/10136160272?t=images', 'https://content.avito.ma/classifieds/images/10136160273?t=images', 'https://content.avito.ma/classifieds/images/10136160272?t=images']"
8,https://www.avito.ma/fr/agdal/voitures_d_occasion/BMW_série_745_E_hybride_rechargeable_57399794.htm,BMW série 745 E hybride rechargeable,,"['Agdal, Rabat', 'il y a 6 minutes', 'Agdal, Rabat', 'il y a 6 minutes']",PARTICULIER,"[""Voitures d'occasion, à vendre"", '2020', 'Automatique', 'Hybride', '100000', 'BMW', 'Série 7', 'ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Caméra de recul', 'Climatisation', 'ESP']","['https://content.avito.ma/classifieds/images/10144721927?t=images', 'https://content.avito.ma/classifieds/images/10144721919?t=images', 'https://content.avito.ma/classifieds/images/10144721927?t=images', 'https://content.avito.ma/classifieds/images/10144721919?t=images']"
9,https://www.avito.ma/fr/ain_sebaa/voitures_d_occasion/Mercedes_Benz_Classe_ML_Diesel_Automatique_2008_57405026.htm,Mercedes-Benz Classe ML Diesel Automatique 2008,140 000 DH,"['Ain Sebaa, Casablanca', 'il y a 6 minutes', 'Ain Sebaa, Casablanca', 'il y a 6 minutes']",autocash.ma,"[""Voitures d'occasion, à vendre"", '2008', 'Automatique', 'Diesel', '203000', 'Mercedes-Benz', 'Classe ML']","['https://content.avito.ma/classifieds/images/10143997732?t=images', 'https://content.avito.ma/classifieds/images/10143997731?t=images', 'https://content.avito.ma/classifieds/images/10143997732?t=images', 'https://content.avito.ma/classifieds/images/10143997731?t=images']"
10,https://www.avito.ma/fr/maarif/voitures_d_occasion/AUDI_A7_S_LINE_57174980.htm,AUDI A7 S-LINE,720 000 DH,"['Maarif, Casablanca', 'il y a 10 minutes', 'Maarif, Casablanca', 'il y a 10 minutes']",AUTO REDA,"[""Voitures d'occasion, à vendre"", '2021', 'Automatique', 'Diesel', '95000', 'Audi', 'A7', 'ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Caméra de recul', 'Climatisation', 'ESP']","['https://content.avito.ma/classifieds/images/10144773411?t=images', 'https://content.avito.ma/classifieds/images/10144773404?t=images', 'https://content.avito.ma/classifieds/images/10144773411?t=images', 'https://content.avito.ma/classifieds/images/10144773404?t=images']"
11,https://www.avito.ma/fr/mers_sultan/voitures_de_location/location_de_voiture_55827594.htm,location de voiture,,"['Mers Sultan, Casablanca', 'il y a 8 minutes', 'Mers Sultan, Casablanca', 'il y a 8 minutes']",GAOU CAR,"['Voitures de location, à louer']","['https://content.avito.ma/classifieds/images/10130277085?t=images', 'https://content.avito.ma/classifieds/images/10128872762?t=images', 'https://content.avito.ma/classifieds/images/10130277085?t=images', 'https://content.avito.ma/classifieds/images/10128872762?t=images']"
12,https://www.avito.ma/fr/ain_sebaa/voitures_d_occasion/Kia_Picanto_1_0_l_67_Motion_57304878.htm,Kia Picanto 1.0 l 67 Motion,116 000 DH,"['Ain Sebaa, Casablanca', 'il y a 8 minutes', 'Ain Sebaa, Casablanca', 'il y a 8 minutes']",otoclic casablanca,"[""Voitures d'occasion, à vendre"", '2022', 'Manuelle', 'Essence', '90000', 'Kia', 'Picanto', 'ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Climatisation', 'ESP', 'Ordinateur de bord']","['https://content.avito.ma/classifieds/images/10143041939?t=images', 'https://content.avito.ma/classifieds/images/10143041942?t=images', 'https://content.avito.ma/classifieds/images/10143041939?t=images', 'https://content.avito.ma/classifieds/images/10143041942?t=images']"
13,https://www.avito.ma/fr/saada/voitures_d_occasion/Peugeot_2008_Diesel_Manuelle_2016_à_El_Jadida_57511936.htm,Peugeot 2008 Diesel Manuelle 2016 à El Jadida,133 000 DH,"['Saada, El Jadida', 'il y a 7 minutes', 'Saada, El Jadida', 'il y a 7 minutes']",Amine,"[""Voitures d'occasion, à vendre"", '2016', 'Manuelle', 'Diesel', '186000', 'Peugeot', '2008', 'ABS', 'Climatisation', 'Jantes aluminium', 'Limiteur de vitesse', 'Ordinateur de bord', 'Radar de recul']","['https://content.avito.ma/classifieds/images/10145113541?t=images', 'https://content.avito.ma/classifieds/images/10145113540?t=images', 'https://content.avito.ma/classifieds/images/10145113541?t=images', 'https://content.avito.ma/classifieds/images/10145113540?t=images']"
14,https://www.avito.ma/fr/hay_rahma/voitures_d_occasion/Kia_Picanto_57511934.htm,Kia Picanto,58 000 DH,"['Hay Rahma, Salé', 'il y a 7 minutes', 'Hay Rahma, Salé', 'il y a 7 minutes']",Abderrazak ezzahir,"[""Voitures d'occasion, à vendre"", '2007', 'Manuelle', 'Essence', '170000', 'Kia', 'Picanto', 'CD/MP3/Bluetooth', 'Caméra de recul', 'Ordinateur de bord', 'Verrouillage centralisé à distance', 'Vitres électriques']","['https://content.avito.ma/classifieds/images/10145113524?t=images', 'https://content.avito.ma/classifieds/images/10145113521?t=images', 'https://content.avito.ma/classifieds/images/10145113524?t=images', 'https://content.avito.ma/classifieds/images/10145113521?t=images']"
15,https://www.avito.ma/fr/maarif/voitures_d_occasion/Passat_cc_170_ch_BVA_57511935.htm,Passat cc 170 ch BVA,173 000 DH,"['Maarif, Casablanca', 'il y a 7 minutes', 'Maarif, Casablanca', 'il y a 7 minutes']",MLy Ali,"[""Voitures d'occasion, à vendre"", '2017', 'Automatique', 'Diesel', '215000', 'Volkswagen', 'Passat', 'ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Caméra de recul', 'Climatisation', 'ESP']","['https://content.avito.ma/classifieds/images/10145113555?t=images', 'https://content.avito.ma/classifieds/images/10145113559?t=images', 'https://content.avito.ma/classifieds/images/10145113555?t=images', 'https://content.avito.ma/classifieds/images/10145113559?t=images']"
16,https://www.avito.ma/fr/ain_sebaa/voitures_de_location/Location_de_voiture_Hyundai_accent_52700159.htm,Location de voiture Hyundai accent,183 DH,"['Ain Sebaa, Casablanca', 'il y a 7 minutes', 'Ain Sebaa, Casablanca', 'il y a 7 minutes']",Catalania Car,"['Voitures de location, à louer']",['https://content.avito.ma/classifieds/images/10094166829?t=images']
17,https://www.avito.ma/fr/fes_jdid/voitures_d_occasion/Opel_Corsa_Diesel_Manuelle_2021_à_Fès_57443608.htm,Opel Corsa Diesel Manuelle 2021 à Fès,153 000 DH,"['Fes Jdid, Fès', 'il y a 7 minutes', 'Fes Jdid, Fès', 'il y a 7 minutes']",Otoclic,"[""Voitures d'occasion, à vendre"", '2021', 'Manuelle', 'Diesel', '80000', 'Opel', 'Corsa', 'ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Climatisation', 'ESP', 'Limiteur de vitesse']","['https://content.avito.ma/classifieds/images/10144365302?t=images', 'https://content.avito.ma/classifieds/images/10144365316?t=images', 'https://content.avito.ma/classifieds/images/10144365302?t=images', 'https://content.avito.ma/classifieds/images/10144365316?t=images']"
18,https://www.avito.ma/fr/centre/voitures_d_occasion/Audi_Rsq8_essence_57362229.htm,Audi Rsq8 essence,,"['Centre, Tanger', 'il y a 6 minutes', 'Centre, Tanger', 'il y a 6 minutes']",LUXE AUTO RIF,"[""Voitures d'occasion, à vendre"", '2021', 'Automatique', 'Essence', '52000', 'Audi', 'Q8']","['https://content.avito.ma/classifieds/images/10144451939?t=images', 'https://content.avito.ma/classifieds/images/10144451940?t=images', 'https://content.avito.ma/classifieds/images/10144451939?t=images', 'https://content.avito.ma/classifieds/images/10144451940?t=images']"
19,https://www.avito.ma/fr/c.i.l/voitures_d_occasion/Bmw_Serie_3_Pack_M_57373007.htm,Bmw Serie 3 Pack M,220 000 DH,"['C.I.L, Casablanca', 'il y a 6 minutes', 'C.I.L, Casablanca', 'il y a 6 minutes']",Boutique,"[""Voitures d'occasion, à vendre"", '2015', 'Automatique', 'Diesel', '200000', 'BMW', 'Série 3', 'ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Climatisation', 'ESP', 'Jantes aluminium']","['https://content.avito.ma/classifieds/images/10143704770?t=images', 'https://content.avito.ma/classifieds/images/10143704772?t=images', 'https://content.avito.ma/classifieds/images/10143704770?t=images', 'https://content.avito.ma/classifieds/images/10143704772?t=images']"
20,https://www.avito.ma/fr/khouribga/voitures_d_occasion/Mercedes_GLC_54103043.htm,Mercedes GLC,339 000 DH,"['Toute la ville, Khouribga', 'il y a 6 minutes', 'Toute la ville, Khouribga', 'il y a 6 minutes']",galerie yassine,"[""Voitures d'occasion, à vendre"", '2019', 'Automatique', 'Diesel', '180000', 'Mercedes-Benz', 'Classe CLC', 'ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Caméra de recul', 'Climatisation', 'ESP']","['https://content.avito.ma/classifieds/images/10140979519?t=images', 'https://content.avito.ma/classifieds/images/10140979527?t=images', 'https://content.avito.ma/classifieds/images/10140979519?t=images', 'https://content.avito.ma/classifieds/images/10140979527?t=images']"
21,https://www.avito.ma/fr/centre_ville/voitures_d_occasion/Jeep_Grand_Cherokee_Diesel_Automatique_2016_57496615.htm,Jeep Grand Cherokee Diesel Automatique 2016,125 000 DH,"['Centre ville, Tanger', 'il y a 6 minutes', 'Centre ville, Tanger', 'il y a 6 minutes']",Said,"[""Voitures d'occasion, à vendre"", '2016', 'Automatique', 'Diesel', '245000', 'Jeep', 'Grand Cherokee', 'ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Caméra de recul', 'Climatisation', 'ESP']","['https://content.avito.ma/classifieds/images/10144956768?t=images', 'https://content.avito.ma/classifieds/images/10144956607?t=images', 'https://content.avito.ma/classifieds/images/10144956768?t=images', 'https://content.avito.ma/classifieds/images/10144956607?t=images']"
22,https://www.avito.ma/fr/maarif/voitures_d_occasion/Mercedes_Benz_Classe_G_900_Pack_BRABUS_56878069.htm,Mercedes-Benz Classe G 900 Pack BRABUS,,"['Maarif, Casablanca', 'il y a 13 minutes', 'Maarif, Casablanca', 'il y a 13 minutes']",AUTO REDA,"[""Voitures d'occasion, à vendre"", '2023', 'Automatique', 'Essence', '40000', 'Mercedes-Benz', 'Classe G', 'ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Caméra de recul', 'Climatisation', 'ESP']","['https://content.avito.ma/classifieds/images/10144334506?t=images', 'https://content.avito.ma/classifieds/images/10144334502?t=images', 'https://content.avito.ma/classifieds/images/10144334506?t=images', 'https://content.avito.ma/classifieds/images/10144334502?t=images']"
23,https://www.avito.ma/fr/maarif/voitures_d_occasion/RANGE_ROVER_VELAR_R_DYNAMIC_57043218.htm,RANGE ROVER VELAR R DYNAMIC,Prix en hausse420 000 DH,"['Maarif, Casablanca', 'il y a 12 minutes', 'Maarif, Casablanca', 'il y a 12 minutes']",AUTO REDA,"[""Voitures d'occasion, à vendre"", '2019', 'Automatique', 'Diesel', '90000', 'Land Rover', 'Range Rover Velar']","['https://content.avito.ma/classifieds/images/10140184822?t=images', 'https://content.avito.ma/classifieds/images/10140184819?t=images', 'https://content.avito.ma/classifieds/images/10140184822?t=images', 'https://content.avito.ma/classifieds/images/10140184819?t=images']"
24,https://www.avito.ma/fr/autre_secteur/voitures_d_occasion/Jaguar_XJ_2010_expertisée_avec_financement_57447938.htm,Jaguar XJ 2010 expertisée avec financement,Prix à la baisse159 000 DH,"['Autre secteur, Casablanca', 'il y a 11 minutes', 'Autre secteur, Casablanca', 'il y a 11 minutes']",autocash.ma,"[""Voitures d'occasion, à vendre"", '2010', 'Automatique', 'Essence', '149648', 'Jaguar', 'XJ']","['https://content.avito.ma/classifieds/images/10144409309?t=images', 'https://content.avito.ma/classifieds/images/10144409310?t=images', 'https://content.avito.ma/classifieds/images/10144409309?t=images', 'https://content.avito.ma/classifieds/images/10144409310?t=images']"
25,https://www.avito.ma/fr/aïn_chock/voitures_d_occasion/Kia_Sportage_Diesel_Automatique_2025_à_Casablanca_57373659.htm,Kia Sportage Diesel Automatique 2025 à Casablanca,,"['Aïn Chock, Casablanca', 'il y a 10 minutes', 'Aïn Chock, Casablanca', 'il y a 10 minutes']",yassine,"[""Voitures d'occasion, à vendre"", '2025', 'Automatique', 'Diesel', '4300', 'Kia', 'Sportage']","['https://content.avito.ma/classifieds/images/10143711954?t=images', 'https://content.avito.ma/classifieds/images/10143711969?t=images', 'https://content.avito.ma/classifieds/images/10143711954?t=images', 'https://content.avito.ma/classifieds/images/10143711969?t=images']"
26,https://www.avito.ma/fr/ain_sebaa/voitures_d_occasion/Mercedes_Benz_Classe_E_220_d_Avantgarde_50621024.htm,Mercedes Benz Classe E 220 d Avantgarde,Prix en hausse394 000 DH,"['Ain Sebaa, Casablanca', 'il y a 11 minutes', 'Ain Sebaa, Casablanca', 'il y a 11 minutes']",otoclic casablanca,"[""Voitures d'occasion, à vendre"", '2019', 'Automatique', 'Diesel', '14200', 'Mercedes-Benz', 'Classe E', 'ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Caméra de recul', 'Climatisation', 'ESP']","['https://content.avito.ma/classifieds/images/10143337671?t=images', 'https://content.avito.ma/classifieds/images/10143337674?t=images', 'https://content.avito.ma/classifieds/images/10143337671?t=images', 'https://content.avito.ma/classifieds/images/10143337674?t=images']"
27,https://www.avito.ma/fr/hay_riad/voitures_d_occasion/Mercedes_classe_E_57262423.htm,Mercedes classe E,268 000 DH,"['Hay Riad, Rabat', 'il y a 10 minutes', 'Hay Riad, Rabat', 'il y a 10 minutes']",Ali,"[""Voitures d'occasion, à vendre"", '2017', 'Automatique', 'Diesel', '210000', 'Mercedes-Benz', 'Classe E', 'ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Caméra de recul', 'Climatisation', 'ESP']","['https://content.avito.ma/classifieds/images/10144872000?t=images', 'https://content.avito.ma/classifieds/images/10144872003?t=images', 'https://content.avito.ma/classifieds/images/10144872000?t=images', 'https://content.avito.ma/classifieds/images/10144872003?t=images']"
28,https://www.avito.ma/fr/al_hadiqa/voitures_d_occasion/passat_cc_2015_57511919.htm,passat cc 2015,170 000 DH,"['Al Hadiqa, Fès', 'il y a 9 minutes', 'Al Hadiqa, Fès', 'il y a 9 minutes']",ahmed,"[""Voitures d'occasion, à vendre"", '2015', 'Manuelle', 'Diesel', '176000', 'Volkswagen', 'Passat', 'Jantes aluminium']","['https://content.avito.ma/classifieds/images/10145113397?t=images', 'https://content.avito.ma/classifieds/images/10145113398?t=images', 'https://content.avito.ma/classifieds/images/10145113397?t=images', 'https://content.avito.ma/classifieds/images/10145113398?t=images']"
29,https://www.avito.ma/fr/maârif_extension/voitures_d_occasion/Seat_Ibiza_1_6_TDI_57483504.htm,Seat Ibiza 1.6 TDI,105 000 DH,"['Maârif Extension, Casablanca', 'il y a 9 minutes', 'Maârif Extension, Casablanca', 'il y a 9 minutes']",faycal,"[""Voitures d'occasion, à vendre"", '2012', 'Manuelle', 'Diesel', '72000', 'Seat', 'Ibiza', 'Climatisation', 'Jantes aluminium', 'Limiteur de vitesse', 'Régulateur de vitesse', 'Verrouillage centralisé à distance', 'Vitres électriques']","['https://content.avito.ma/classifieds/images/10144796452?t=images', 'https://content.avito.ma/classifieds/images/10144796453?t=images', 'https://content.avito.ma/classifieds/images/10144796452?t=images', 'https://content.avito.ma/classifieds/images/10144796453?t=images']"
30,https://www.avito.ma/fr/2_mars/voitures_d_occasion/Citroën_C3_aircross_diesel_55802109.htm,Citroën C3 aircross diesel,Prix à la baisse195 000 DH,"['2 Mars, Casablanca', 'il y a 16 minutes', '2 Mars, Casablanca', 'il y a 16 minutes']",Brookline auto,"[""Voitures d'occasion, à vendre"", '2024', 'Automatique', 'Diesel', '70000', 'Citroën', 'C3']","['https://content.avito.ma/classifieds/images/10144720036?t=images', 'https://content.avito.ma/classifieds/images/10144720038?t=images', 'https://content.avito.ma/classifieds/images/10144720036?t=images', 'https://content.avito.ma/classifieds/images/10144720038?t=images']"
31,https://www.avito.ma/fr/deroua/voitures_de_location/Location_de_voiture_Aéroport_Mohamed_5_Casa_54000602.htm,Location de voiture Aéroport Mohamed 5 Casa,199 DH,"['Toute la ville, Deroua', 'il y a 13 minutes', 'Toute la ville, Deroua', 'il y a 13 minutes']",VAL CAR,"['Voitures de location, à louer']",['https://content.avito.ma/classifieds/images/10134249658?t=images']
32,https://www.avito.ma/fr/belvédère/voitures_de_location/location_de_voiture_Fiat_Tipo_Diesel_tt_options_51634736.htm,location de voiture Fiat Tipo Diesel tt options,183 DH,"['Belvédère, Casablanca', 'il y a 12 minutes', 'Belvédère, Casablanca', 'il y a 12 minutes']",Catalania Car,"['Voitures de location, à louer']",['https://content.avito.ma/classifieds/images/10083556376?t=images']
33,https://www.avito.ma/fr/hassan/voitures_d_occasion/volkswagen_touran_55637006.htm,volkswagen touran,,"['Hassan, Rabat', 'il y a 14 minutes', 'Hassan, Rabat', 'il y a 14 minutes']",Taha Wadii,"[""Voitures d'occasion, à vendre"", '2015', 'Automatique', 'Diesel', '190000', 'Volkswagen', 'Touran', 'ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Caméra de recul', 'Climatisation', 'ESP']","['https://content.avito.ma/classifieds/images/10133846249?t=images', 'https://content.avito.ma/classifieds/images/10133846237?t=images', 'https://content.avito.ma/classifieds/images/10133846249?t=images', 'https://content.avito.ma/classifieds/images/10133846237?t=images']"
34,https://www.avito.ma/fr/2_mars/voitures_d_occasion/HYUNDAI_Tucson_1_6_CRDi_134_AT_Ultimate_57282166.htm,HYUNDAI Tucson 1.6 CRDi 134 AT Ultimate,Prix à la baisse260 000 DH,"['2 Mars, Casablanca', 'il y a 15 minutes', '2 Mars, Casablanca', 'il y a 15 minutes']",Brookline auto,"[""Voitures d'occasion, à vendre"", '2022', 'Automatique', 'Diesel', '120000', 'Hyundai', 'Tucson']","['https://content.avito.ma/classifieds/images/10144722251?t=images', 'https://content.avito.ma/classifieds/images/10144722250?t=images', 'https://content.avito.ma/classifieds/images/10144722251?t=images', 'https://content.avito.ma/classifieds/images/10144722250?t=images']"
35,https://www.avito.ma/fr/oasis/voitures_d_occasion/Range_Rover_Sport_3_0_D_Dynamic_à_Casablanca_55741372.htm,Range Rover Sport 3.0 D Dynamic à Casablanca,,"['Oasis, Casablanca', 'il y a 12 minutes', 'Oasis, Casablanca', 'il y a 12 minutes']",oasis cars,"[""Voitures d'occasion, à vendre"", '2023', 'Automatique', 'Diesel', '60000', 'Land Rover', 'Range Rover Sport', 'ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Caméra de recul', 'Climatisation', 'ESP']","['https://content.avito.ma/classifieds/images/10142349304?t=images', 'https://content.avito.ma/classifieds/images/10142349309?t=images', 'https://content.avito.ma/classifieds/images/10142349304?t=images', 'https://content.avito.ma/classifieds/images/10142349309?t=images']"
36,https://www.avito.ma/fr/diour_jamaa/voitures_d_occasion/Audi_A5_Sportback___Boîte_Automatique_57369129.htm,Audi A5 Sportback – Boîte Automatique,330 000 DH,"['Diour Jamaa, Rabat', 'il y a 12 minutes', 'Diour Jamaa, Rabat', 'il y a 12 minutes']",Amine,"[""Voitures d'occasion, à vendre"", '2020', 'Automatique', 'Diesel', '140000', 'Audi', 'A5', 'ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Caméra de recul', 'Climatisation', 'ESP']","['https://content.avito.ma/classifieds/images/10143668531?t=images', 'https://content.avito.ma/classifieds/images/10143668536?t=images', 'https://content.avito.ma/classifieds/images/10143668531?t=images', 'https://content.avito.ma/classifieds/images/10143668536?t=images']"
37,https://www.avito.ma/fr/khouribga/voitures_d_occasion/Renault_Megane_4_54012641.htm,Renault Megane 4,169 000 DH,"['Toute la ville, Khouribga', 'il y a 12 minutes', 'Toute la ville, Khouribga', 'il y a 12 minutes']",galerie yassine,"[""Voitures d'occasion, à vendre"", '2019', 'Automatique', 'Diesel', '120', 'Renault', 'Megane', 'ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Caméra de recul', 'Climatisation', 'ESP']","['https://content.avito.ma/classifieds/images/10144071040?t=images', 'https://content.avito.ma/classifieds/images/10144071035?t=images', 'https://content.avito.ma/classifieds/images/10144071040?t=images', 'https://content.avito.ma/classifieds/images/10144071035?t=images']"
38,https://www.avito.ma/fr/aïn_diab/voitures_d_occasion/Porsche_911_Targa_gts_57489342.htm,Porsche 911 Targa gts,,"['Aïn Diab, Casablanca', 'il y a 21 heures', 'Aïn Diab, Casablanca', 'il y a 21 heures']",Face lift auto,"[""Voitures d'occasion, à vendre"", '2025', 'Automatique', 'Essence', '11000', 'Porsche', '911']","['https://content.avito.ma/classifieds/images/10144872110?t=images', 'https://content.avito.ma/classifieds/images/10144872111?t=images', 'https://content.avito.ma/classifieds/images/10144872110?t=images', 'https://content.avito.ma/classifieds/images/10144872111?t=images']"
39,https://www.avito.ma/fr/hay_izdihar/voitures_d_occasion/Kia_Sportage_Diesel_Automatique_2023_à_Marrakech_57234104.htm,Kia Sportage Diesel Automatique 2023 à Marrakech,290 000 DH,"['Hay Izdihar, Marrakech', 'il y a 21 heures', 'Hay Izdihar, Marrakech', 'il y a 21 heures']",Chraibi Mohamed,"[""Voitures d'occasion, à vendre"", '2023', 'Automatique', 'Diesel', '80000', 'Kia', 'Sportage', 'ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Caméra de recul', 'Climatisation', 'ESP']","['https://content.avito.ma/classifieds/images/10142320173?t=images', 'https://content.avito.ma/classifieds/images/10142320153?t=images', 'https://content.avito.ma/classifieds/images/10142320173?t=images', 'https://content.avito.ma/classifieds/images/10142320153?t=images']"
40,https://www.avito.ma/fr/nouaceur/voitures_de_location/Hyundai_i10_Automatique_57188130.htm,Hyundai i10 Automatique,168 DH,"['Toute la ville, Nouaceur', 'il y a 21 heures', 'Toute la ville, Nouaceur', 'il y a 21 heures']",Huren Cars,"['Voitures de location, à louer']","['https://content.avito.ma/classifieds/images/10141782774?t=images', 'https://content.avito.ma/classifieds/images/10141782775?t=images', 'https://content.avito.ma/classifieds/images/10141782774?t=images', 'https://content.avito.ma/classifieds/images/10141782775?t=images', 'https://content.avito.ma/classifieds/images/10141782774?t=images', 'https://content.avito.ma/classifieds/images/10141782775?t=images']"
